doc_id,perfil_objetivo,sector_grupo,titulo,url,cnae,beneficiarios,nivel1,ambito,importe,deadline,abierto,prediccion_tool,relevante,notas
1125674,particular,sanitario_social,"Geldo y Acción 2026 - VIII Festial de geldo y acción, decreto Alcaldía 2026-0379",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,,ES522 - Castellón / Castelló,2100.0,2026-06-30,False,sí,,
1125558,particular,sanitario_social,Subvención nominativa a favor de la Asociación de Jubilados y Pensionistas de l’Eliana 2026,,Otras actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,,ES523 - Valencia / València,6000.0,,False,sí,,
1125545,particular,sanitario_social,"SUBVENCIÓN ASOCIACIÓN DE FAMILIARES DE ENFERMOS MENTALES DE PATERNA, L’ELIANA Y SAN ANTONIO DE BENAGÉBER
(AFEMPES) 2026",,Otras actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,,ES523 - Valencia / València,9000.0,,False,sí,,
1125248,particular,sanitario_social,CONCESIÓN SUBVENCIÓN NOMINATIVA A  LA FEDERACIÓN DE BARRACAS DE ALICANTE 2026,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,,ES521 - Alicante / Alacant,5000.0,,False,sí,,
1125243,particular,sanitario_social,EXP. 5682/2026.- SUBVENCION NOMINATIVA ANUALIDAD 2026 TEACTIVA.,www.almoradi.es,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,,ES521 - Alicante / Alacant,2500.0,2026-10-31,False,sí,,
1126338,particular,sanitario_social,Convocatoria para la concesión de Prestaciones Económicas Individualizadas de Emergencia Social correspondiente al ejercicio 2026,https://sanantoniodebenageber.sedelectronica.es/dossier.17,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,,ES523 - Valencia / València,19429.96,2026-10-31,False,sí,,
1129553,particular,sanitario_social,NOVENA CONVOCATORIA CONCESION DE SUBVENCIONES DESTINADAS A LAS PRESTACIONES ECONOMICAS INDIVIDUALIZADAS EN MATERIA DE SERVICIOS SOCIALES ( PEISS) EJERCICIO 2026,https://sede.burjassot.org/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_HOME,Actividades de servicios sociales sin alojamiento,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,171343.74,2026-12-18,False,sí,,
1129488,particular,sanitario_social,Convenio entre Asociación La Divina Comida y Ayuntamiento de Quart de Poblet 2026,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,4500.0,2026-12-31,False,sí,,
1127848,particular,sanitario_social,SUBVENCIÓN NOMINATIVA A LA FUNDACIÓN POR LA JUSTICIA PARA ESCOLETA MATINAL EN NAZARET,,Otras actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,15000.0,,True,sí,,
1129315,particular,sanitario_social,CONVENIO DE COLABORACIÓN PARA LA CONCESIÓN DE SUBVENCIÓN DESTINADA A GASTOS CORRIENTES ENTRE EL AYUNTAMIENTO DE ALMUSSAFES Y LA ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS DE ALMUSSAFES 2026,,"ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO | ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES | EDUCACIÓN",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,36000.0,2026-10-31,False,sí,,
1129292,particular,sanitario_social,CONVENIO DE COLABORACIÓN PARA LA CONCESIÓN DE SUBVENCIÓN DESTINADA A GASTOS CORRIENTES ENTRE EL AYUNTAMIENTO DE ALMUSSAFES Y LA ASOCIACIÓN AFABALS.,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES | EDUCACIÓN,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,5000.0,2026-10-31,False,sí,,
1129285,particular,sanitario_social,CONVENIO DE COLABORACIÓN PARA LA CONCESIÓN DE SUBVENCIÓN DESTINADA A GASTOS CORRIENTES ENTRE EL AYUNTAMIENTO DE ALMUSSAFES Y LA ASOCIACIÓN SOM I ESTEM 2026,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES | EDUCACIÓN,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,5000.0,2026-10-31,False,sí,,
1129191,particular,sanitario_social,CONVENIO DE COLABORACIÓN ENTRE EL AYUNTAMIENTO DE DÉNIA Y APROSDECO 2026-SERVICIOS SOCIALES,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES521 - Alicante / Alacant,18000.0,2026-12-31,False,sí,,
1129156,particular,sanitario_social,CONVOCATORIA SUBVENCIÓN PARA AYUDAS GASTOS DE COMEDOR MENORES ESCOLARIZADOS EN EDUCACIÓN INFANTIL 0 A 3A AÑOS CURSO 2026-2027.,https://sede.burjassot.org/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_HOME,Actividades de servicios sociales sin alojamiento,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,40000.0,2026-09-17,False,sí,,
1129144,particular,sanitario_social,"SUBVENCIÓN NOMINATIVA - ASAMBLEA DE COOPERACIÓN POR LA PAZ ""TEJIENDO ESPERANZA PARA LOS DERECHOS DE LAS MUJERES EN EL SALVADOR""",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,28100.44,2026-12-31,False,sí,,
1129129,particular,sanitario_social,"SUBVENCIÓN DIRECTA Y EXTRAORDIARIA - PATRONATO FRANCISCO ESTEVE "" ESCUELA VERANO""",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,7000.0,2026-12-31,False,sí,,
1129060,particular,sanitario_social,"SUBVENCIÓN DIRECTA Y EXTRAORDINARIA-FONS VALENCIA PER LA SOLIDARITAT ""DERECHOS EN COTACACHI FASE II) 2026",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,28100.44,2026-12-31,False,sí,,
1129019,particular,sanitario_social,"SUBVENCIÓN NOMINATIVA-AJUDA ALS POBLES ""ACOMPAÑAMIENTO A LA POBLACIÓN SAHARAUI: SEGURIDAD ALIMENTARIA, VACIONES EN PAZ Y MEJORA DEL SISTEMA DE AGUA POTABLE.",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,28100.44,2026-12-31,False,sí,,
1128872,particular,sanitario_social,EXP. 6415/2026.- SUBVENCION NOMINATIVA ANUALIDAD 2026 ASOCIACION ADA.,www.almoradi.es,Actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES521 - Alicante / Alacant,45000.0,2026-10-31,False,sí,,
1128871,particular,sanitario_social,PARTICIPACIÓN EN EL PROGRAMA  “DÍA INTERNACIONAL DE LAS PERSONAS MAYORES 2026”.,https://requena.sedipualba.es/carpetaciudadana/tramite.aspx?idtramite=2936,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,0.0,2026-09-21,False,sí,,
1128558,particular,sanitario_social,Subvenciones para proyectos que desarrollen asociaciones y/o entidades sociales 2026,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,15000.0,2026-09-15,False,sí,,
1127990,particular,sanitario_social,CONCESIÓN SUBVENCIÓN NOMINATIVA A LA ASOCIACIÓN DE MOROS Y CRISTIANOS VILLAFRANQUEZA EL PALAMÓ 2026,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES521 - Alicante / Alacant,15000.0,,False,sí,,
1127978,particular,sanitario_social,"ayudas económicas para las personas en situación de vulnerabilidad para cubrir necesidades básicas y emergencia habitacional, AYUDAS DANA,MENORES, DISCAPACIDAD Y DEPENDENCIA AJUDES DANA SERVEIS
SOCIALS (ART.80 RDL 7/2024) MINISTERIO SERVICIOS SOCIALES",https://alaquas.sedelectronica.es,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES | EDUCACIÓN,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,604413.46,2026-10-05,False,sí,,
1127912,particular,sanitario_social,Aprobación convocatoria concesión ayudas relativas IBI,https://benissa.sedelectronica.es/info.0,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES521 - Alicante / Alacant,30000.0,2026-09-11,False,no,,
1127861,particular,sanitario_social,CONVENIO AFEM,,Otras actividades asociativas | Otras actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES521 - Alicante / Alacant,700.0,2024-07-02,False,sí,,
1127858,particular,sanitario_social,"Convenio concesión subvención nominativa con la Asociación de Personas Sordas “Virgen del Lidón” de Castellón-APESOCAS para financiar el proyecto “Accesibilidad para la Inclusión de las Personas Sordas de la ciudad de Castelló"", durante el año 2026",https://sede.castello.es/info.0,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,12000.0,2026-07-17,False,sí,,
1127836,particular,sanitario_social,"Convenio de colaboración entre el Ayuntamiento de València y la asociación Edad Dorada Mensajeros de la Paz Comunidad Valenciana para el desarrollo del proyecto "" La casita"" en el distrito de Poblats Maritims ",,Otras actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,320000.0,,True,sí,,
1127835,particular,sanitario_social,"Convenio con Fundación FAD Juventud para financiar el proyecto ""Prevenir las adicciones: educar para la vida"" durante el año 2026",https://sede.castello.es/info.0,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,30000.0,2026-07-14,False,sí,,
1127692,particular,sanitario_social,Convenio de colaboración entre el Ayuntamiento de València  y la entidad Iniciatives Solidaries para el desarrollo del programa de formación y empleo para jóvenes con dificultades de acceso al mismo.,,Otras actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,400000.0,,True,sí,,
1127688,particular,sanitario_social,BASES REGULADORAS Y CONVOCATORIA PARA LA CAMPAÑA BONO CONSUMO SAN FULGENCIO 2026,https://sanfulgencio.sedelectronica.es,"ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO | ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS | ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES | AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA | COMERCIO AL POR MAYOR Y AL POR MENOR | HOSTELERÍA | OTROS SERVICIOS | TELECOMUNICACIONES, PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA, INFRAESTRUCTURA INFORMÁTICA Y OTROS SERVICIOS DE INFORMACIÓN",PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA | PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES521 - Alicante / Alacant,180783.0,2026-11-05,False,sí,,
1127603,particular,sanitario_social,"Convenio Cocemfe Proyecto: ""Tratamiento, Re(Habilitación) y Promoción a la Autonomía Personal, para personas con discapacidad - Ejercicio 2026",,Actividades de servicios sociales sin alojamiento para personas mayores o con discapacidad,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,20000.0,2026-02-23,False,sí,,
1127076,particular,sanitario_social,APORTACIÓN A LA XXXIV MUESTRA DE TEATRO ESPAÑOL DE AUTORES CONTEMPORÁNEOS 2026.,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES521 - Alicante / Alacant,8000.0,2026-12-31,False,sí,,
1126924,particular,sanitario_social,"Decreto de la Sra. Diputada de Bienestar Social e Igualdad nº 3.741, de 14 de agosto de 2026, por el que se convocan subvenciones destinadas a Entidades privadas sin fin de lucro para gastos de desplazamiento de actividades de promoción de la convivencia.",https://diputacionalicante.sedelectronica.es,Otras actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES521 - Alicante / Alacant,150000.0,2026-09-09,False,sí,,
1126878,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 02/07/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA ASOCIACIÓN SÍNDROME DE DOWN DE CASTELLÓN PARA LA EJECUCIÓN DEL PROYECTO “CAMPUS DE VERANO 2026”,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,13200.0,2026-07-28,False,sí,,
1126874,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 02/07/2026 DE CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA ASOCIACIÓN TEA-CAST PARA LA EJECUCIÓN DEL PROYECTO “ATENCIÓN PRIMARIA Y DIAGNÓSTICO DE AUTISMO”,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,16500.0,2026-12-31,False,sí,,
1126873,particular,sanitario_social,CONVENIO DE COLABORACIÓN PARROQUIA SANTÍSIMA TRINIDAD DE BURJASOT.,https://sede.burjassot.org/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_HOME,Actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,2000.0,2026-09-30,False,sí,,
1126866,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 06/08/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA CONGREGACIÓN HERMANITAS DE LOS ANCIANOS DESAMPARADOS PARA LA EJECUCIÓN DEL PROYECTO “CASA ASILO HOGAR VIRGEN DE LIDÓN”,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,44000.0,2026-12-31,False,sí,,
1126841,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 09/07/2026 DE CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA FUNDACIÓN SALUD Y COMUNIDAD PARA LA EJECUCIÓN DEL PROYECTO “CENTRO ACOGIDA NITS AL CALIU”,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,36080.0,2026-12-31,False,sí,,
1126834,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 09/07/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA ASSOCIACIÓ D’ESCLEROSI MÚLTIPLE DE CASTELLÓ PARA LA EJECUCIÓN DEL PROYECTO “ATENCIÓN DOMICILIARIA DE PERSONAS CON ESCLEROSIS MÚLTIPLE”,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,44000.0,2026-12-31,False,sí,,
1126823,particular,sanitario_social,"CONVENIO ACUERDO DE LA JGL DEL 25/06/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA FEDERACIÓN PROVINCIAL DE PERSONAL CON DISCAPACIDAD FÍSICA Y ORGÁNICA COCEMFE CASTELLÓN PARA EJECUCIÓN DEL PROYECTO “PROMOCIÓN DE LA INCLUSIÓN SOCIAL PARA PERSONAS CON D..""",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,78540.0,2026-12-31,False,sí,,
1126816,particular,sanitario_social,"CONVENIO DE LA JGL DEL 25/06/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA ASOCIACIÓN PARA LA LUCHA CONTRA LAS ENFERMEDADES DEL RIÑÓN DE CASTELLÓN, ALCER CASTALIA PARA EJECUCIÓN PROYECTO “DÍA NACIONAL DEL DONANTE DE ÓRGANOS Y ATENCIÓN INTEGRAL A PERS...""",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,22000.0,2026-12-31,False,sí,,
1126802,particular,sanitario_social,"CONVENIO DE ACUERDO DE LA JGL DEL 25/06/2026 CONVENIO DE CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA PARROQUIA DE SAN PEDRO APÓSTOL (SECRETARIADO DEL APOSTOLADO DEL MAR), PARA LA EJECUCIÓN DEL PROYECTO “STELLA MARIS CASTELLÓ""",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,36750.0,2026-12-31,False,sí,,
1126784,particular,sanitario_social,Subvención nominativa a la Fundación Acción Contra el Hambre proyecto itinerarios de inclusión sociolaboral y emprendimiento Vives proyecto castelló de la Plana 2026,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,74550.0,,False,sí,,
1126780,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 02/07/2026 CONVENIO DE CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA FUNDACIÓN PRIVADA DE LA OBRA MERCEDARIA PARA LA EJECUCIÓN DEL PROYECTO PROYECTO “LIRES MERCED”,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,63000.0,2026-12-31,False,sí,,
1126779,particular,sanitario_social,Subvención nominativa a Cruz Roja Española proyecto Itinerarios de Inclusión Social: formación en competencias para personas en procesos de inclusión social,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,78750.0,,False,sí,,
1126777,particular,sanitario_social,"CONVENIO ACUERDO JGL DEL 25/06/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA ASOCIACIÓN DE PERSONAS SORDOCIEGAS DE LA COMUNIDAD VALENCIANA (ASOCIDE CV) PARA EJECUCIÓN PROYECTO “ATENCIÓN A SITUACIONES DE VULNERABILIDAD Y/O EXCLUSIÓN SOCIAL DE PERSONAS...""",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,18000.0,2026-12-31,False,sí,,
1126771,particular,sanitario_social,ACUERDO DE LA JGL DEL 25/06/2026 CONCESIÓN SUBVENCIÓN NOMINATIVA CON ASOCIACIÓN DE FAMILIAS Y PERSONAS SORDAS (ASPAS-CASTELLÓN) PARA EJECUCIÓN PROYECTO “REHABILITACIÓN LOGOPÉDICA Y APOYO ESCOLAR ESPECÍFICO A NIÑOS Y NIÑAS CON DISCAPACIDAD AUDITIVA”,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,14400.0,2026-12-31,False,sí,,
1126765,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 02/07/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA ASOCIACIÓN ESPAÑOLA CONTRA EL CÁNCER PARA LA EJECUCIÓN DEL “PROYECTO INTEGRAL DE ATENCIÓN A PACIENTES ONCOLÓGICOS”,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,30000.0,2026-12-31,False,sí,,
1126759,particular,sanitario_social,"ACUERDO DE JGL DEL 02/07/2026 CONCESIÓN SUBVENCIÓN NOMINATIVA CON LA ASOCIACIÓN DE PADRES DE PERSONAS CON AUTISMO DE CASTELLÓN (APNAC) EJECUCIÓN PROYECTO “RESPIRO FAMILIAR,OCIO Y TIEMPO LIBRE CON PERSONAS CON AUTISMO Y DEL MANTENIMIENTO DE RESIDENCIA...""",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,85439.0,2026-12-31,False,sí,,
1126756,particular,sanitario_social,"Ayudas al transporte destinado al colectivo de personas con diversidad funcional, convocatoria 2025",,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,2000.0,2026-03-30,False,sí,,
1126752,particular,sanitario_social,CONVOCATORIA DE AYUDAS INDIVIDUALES DE EMERGENCIA SOCIAL EN REGIMEN DE CONCESION DIRECTA ESPECIE(VALES GRATUITOS) 2025,,Actividades de servicios sociales sin alojamiento,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,445.0,2026-12-31,False,sí,,
1126729,particular,sanitario_social,Ayudas municipales para población altamente vulnerable y en extrema situación de exclusión social de Aldaia (correción de errores Decreto 2026/2656).,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA | PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,48668.5,2026-11-15,False,sí,,
1126714,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 25/06/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA FUNDACIÓN ASPROPACE DE LA COMUNITAT VALENCIANA PARA LA EJECUCIÓN DEL PROYECTO “ACTIVIDADES DE OCIO Y TIEMPO LIBRE EN UN CENTRO RESIDENCIAL”.,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,12100.0,2026-12-31,False,sí,,
1126667,particular,sanitario_social,"Solicitud de subvención nominativa mediante CONVENIO, a la Asociación de Padres de Familia de la Parroquia Santiago Apóstol, año 2026.",https://seu.lapobladevallbona.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_HOME&lang=CA,Otras actividades de servicios sociales sin alojamiento,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,11226.5,2026-05-31,False,sí,,
1126659,particular,sanitario_social,CONVENIO DE ACUERDO DE LA JGL DEL 09/07/2026 CONCESIÓN DE SUBVENCIÓN NOMINATIVA CON LA FUNDACIÓN ALZHEIMER SALOMÉ MOLINER PARA LA EJECUCIÓN DEL PROYECTO “ACTIVIDADES A DESARROLLAR CON PERSONAS CON LA ENFERMEDAD DE ALZHEIMER Y OTRAS DEMENCIAS”.,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES522 - Castellón / Castelló,27500.0,2026-12-31,False,sí,,
1126655,particular,sanitario_social,"Solicitud subvención nominativa mediante CONVENIO a la Asociación Familiares Enfermos de Alzheimer de La Pobla, año 2026.",https://seu.lapobladevallbona.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_HOME&lang=CA,Actividades de servicios sociales sin alojamiento para personas mayores o con discapacidad,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,15000.0,2026-05-31,False,sí,,
1126651,particular,sanitario_social,"Solicitud de subvención nominativa mediante CONVENIO a la Asociación Democrática de Jubilados y Pensionistas UDP de La Pobla de Vallbona, año 2026.",https://seu.lapobladevallbona.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_HOME&lang=CA,Actividades de servicios sociales sin alojamiento para personas mayores o con discapacidad,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,LOCAL,ES523 - Valencia / València,4500.0,2026-05-31,False,sí,,
